time;rpm;radiator_cooling_power;exchanger_cooling_power;oil_heat_removed;engine_heat_generated;temp_radiator_in;temp_radiator_out;temp_exchanger_in;temp_exchanger_out;temp_oil_in;temp_oil_out;water_overtemp;oil_overtemp;overheating
265.720;334.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;82.800;0;0;0
265.760;334.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;82.800;0;0;0
265.800;334.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;82.800;0;0;0
265.840;334.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
265.880;334.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
265.920;345.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;0
265.960;345.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;0
266.000;345.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;0
266.040;345.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;82.994;0;0;0
266.080;340.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;82.994;0;0;0
266.120;340.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;0
266.160;340.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;0
266.200;444.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;0
266.240;444.000;2370.536;0.000;0.000;0.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;0
266.280;1011.000;2370.536;0.000;0.000;1533.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;1
266.320;1188.000;2370.536;0.000;0.000;2064.000;73.250;53.000;54.250;54.250;91.287;83.862;0;0;1
266.360;1188.000;2370.536;0.000;0.000;2064.000;73.250;53.000;54.250;54.250;91.287;83.862;0;0;1
266.400;632.000;2370.536;0.000;0.000;396.000;73.250;53.000;54.250;54.250;91.287;83.862;0;0;1
266.440;632.000;2370.536;0.000;0.000;396.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;1
266.480;632.000;2370.536;0.000;0.000;396.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;1
266.520;632.000;2282.738;0.000;0.000;396.000;73.250;53.750;54.250;54.250;91.287;83.862;0;0;1
266.560;416.000;2282.738;0.000;0.000;0.000;73.250;53.750;54.250;54.250;91.287;83.862;0;0;0
266.600;416.000;2282.738;0.000;0.000;0.000;73.250;53.750;54.250;54.250;91.287;83.862;0;0;0
266.640;416.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
266.680;416.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
266.720;422.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
266.760;422.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
266.800;644.000;2282.738;0.000;0.000;432.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
266.840;644.000;2282.738;0.000;0.000;432.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
266.880;644.000;2282.738;0.000;0.000;432.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
266.920;612.000;2282.738;0.000;0.000;336.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
266.960;612.000;2282.738;0.000;0.000;336.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
267.000;612.000;2282.738;0.000;0.000;336.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
267.040;612.000;2282.738;0.000;0.000;336.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
267.080;612.000;2282.738;0.000;0.000;336.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
267.120;612.000;2282.738;0.000;0.000;336.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
267.160;612.000;2282.738;0.000;0.000;336.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
267.200;612.000;2282.738;0.000;0.000;336.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;1
267.240;0.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
267.280;0.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
267.320;0.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
267.360;0.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
267.400;0.000;2282.738;0.000;0.000;0.000;73.250;53.750;55.250;55.250;90.806;84.731;0;0;0
267.440;0.000;2282.738;0.000;0.000;0.000;73.250;53.750;47.250;47.250;94.657;81.157;0;0;0
267.480;0.000;2282.738;0.000;0.000;0.000;73.250;53.750;47.250;47.250;94.657;81.157;0;0;0
267.520;0.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;82.800;0;0;0
267.560;0.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;82.800;0;0;0
267.600;0.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;82.800;0;0;0
267.640;256.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
267.680;256.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
267.720;256.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
267.760;256.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
267.800;355.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
267.840;355.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
267.880;355.000;2370.536;0.000;0.000;0.000;73.250;53.000;52.250;52.250;92.250;83.475;0;0;0
267.920;601.000;2370.536;0.000;0.000;303.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;1
267.960;601.000;2370.536;0.000;0.000;303.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;1
268.000;601.000;2370.536;0.000;0.000;303.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;1
268.040;526.000;2370.536;0.000;0.000;78.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;1
268.080;1236.000;2370.536;0.000;0.000;2208.000;73.250;53.000;53.250;53.250;91.769;83.669;0;0;1
268.120;1637.000;2370.536;0.000;0.000;3411.000;73.250;53.000;54.250;54.250;91.287;83.187;0;0;1
268.160;2229.000;2370.536;0.000;0.000;5530.500;73.250;53.000;54.250;54.250;91.287;83.187;0;0;1
268.200;2305.000;2370.536;0.000;0.000;5872.500;73.250;53.000;54.250;54.250;91.287;83.187;0;0;1
268.240;2332.000;2370.536;0.000;0.000;5994.000;73.250;53.000;54.250;54.250;91.287;83.862;0;0;1
268.280;2358.000;0.000;0.000;0.000;6111.000;73.250;53.000;54.250;54.250;91.287;83.862;0;0;1
268.320;2446.000;0.000;0.000;0.000;6507.000;73.250;53.750;54.250;54.250;91.287;83.862;0;0;1
268.360;2753.000;3195.833;0.000;0.000;7888.500;73.250;53.750;54.250;54.250;91.287;83.862;0;0;1
268.400;3030.000;3195.833;0.000;0.000;9135.000;73.250;53.750;54.250;54.250;91.287;83.862;0;0;1
268.440;3132.000;3195.833;0.000;0.000;9594.000;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.480;3297.000;10500.594;0.000;0.000;10336.500;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.520;3283.000;10500.594;0.000;0.000;10273.500;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.560;3423.000;15066.070;0.000;0.000;10903.500;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.600;3771.000;15066.070;0.000;0.000;12469.500;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.640;4005.000;15066.070;0.000;0.000;13519.500;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.680;4170.000;18718.451;0.000;0.000;14163.000;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.720;4330.000;18718.451;0.000;0.000;14787.000;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.760;4573.000;18718.451;0.000;0.000;15734.700;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.800;4667.000;23283.927;0.000;0.000;16101.300;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.840;4697.000;23283.927;0.000;0.000;16218.300;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.880;4724.000;26023.212;0.000;0.000;16323.600;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.920;4626.000;26023.212;0.000;0.000;15941.400;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
268.960;4477.000;26023.212;0.000;0.000;15360.300;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.000;4327.000;27849.403;0.000;0.000;14775.300;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.040;4204.000;27849.403;0.000;0.000;14295.600;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.080;4037.000;26023.212;0.000;0.000;13644.300;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.120;3862.000;26023.212;0.000;0.000;12879.000;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.160;3711.000;26023.212;0.000;0.000;12199.500;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.200;3575.000;23283.927;0.000;0.000;11587.500;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.240;3406.000;23283.927;0.000;0.000;10827.000;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.280;3321.000;22370.832;0.000;0.000;10444.500;73.250;53.750;55.250;55.250;90.806;84.056;0;0;1
269.320;3220.000;21510.415;0.000;0.000;9990.000;73.250;54.500;55.250;55.250;90.806;84.056;0;0;1
269.360;3075.000;21510.415;0.000;0.000;9337.500;73.250;54.500;55.250;55.250;90.806;84.056;0;0;1
269.400;3075.000;19315.475;0.000;0.000;9337.500;73.250;54.500;55.250;55.250;90.806;84.056;0;0;1
269.440;2881.000;19315.475;0.000;0.000;8464.500;73.250;54.500;55.250;55.250;90.806;84.056;0;0;1
269.480;2804.000;17559.522;0.000;0.000;8118.000;73.250;54.500;55.250;55.250;90.806;84.056;0;0;1
269.520;2777.000;17559.522;0.000;0.000;7996.500;73.250;54.500;55.250;55.250;90.806;84.056;0;0;1
269.560;2782.000;17559.522;0.000;0.000;8019.000;73.250;54.500;55.250;55.250;90.806;84.056;0;0;1
269.600;2689.000;16681.546;0.000;0.000;7600.500;73.250;54.500;55.250;55.250;90.806;84.056;0;0;1
269.640;2694.000;16681.546;0.000;0.000;7623.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
269.680;2670.000;14925.594;0.000;0.000;7515.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
269.720;2717.000;14925.594;0.000;0.000;7726.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
269.760;2651.000;14925.594;0.000;0.000;7429.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
269.800;2626.000;14047.618;0.000;0.000;7317.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
269.840;2521.000;14047.618;0.000;0.000;6844.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
269.880;2614.000;14486.606;0.000;0.000;7263.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
269.920;2507.000;14486.606;0.000;0.000;6781.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
269.960;2580.000;14486.606;0.000;0.000;7110.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.000;2539.000;13169.642;0.000;0.000;6925.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.040;2539.000;13169.642;0.000;0.000;6925.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.080;2601.000;13169.642;0.000;0.000;7204.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.120;2861.000;13169.642;0.000;0.000;8374.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.160;2882.000;13169.642;0.000;0.000;8469.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.200;3011.000;13169.642;0.000;0.000;9049.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.240;3112.000;13169.642;0.000;0.000;9504.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.280;3170.000;14486.606;0.000;0.000;9765.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.320;3175.000;14486.606;0.000;0.000;9787.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.360;3262.000;14486.606;0.000;0.000;10179.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.400;3580.000;16681.546;0.000;0.000;11610.000;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.440;3743.000;16681.546;0.000;0.000;12343.500;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.480;4277.000;17559.522;0.000;0.000;14580.300;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.520;5017.000;17559.522;0.000;0.000;17461.200;73.250;54.500;55.250;55.250;90.806;83.381;0;0;1
270.560;5349.000;16857.142;0.000;0.000;18656.400;73.250;55.250;55.250;55.250;90.806;83.381;0;0;1
270.600;5182.000;21914.284;0.000;0.000;18055.200;73.250;55.250;55.250;55.250;90.806;83.381;0;0;1
270.640;4816.000;21914.284;175.595;175.595;16682.400;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
270.680;4455.000;21914.284;175.595;175.595;15274.500;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
270.720;4686.000;27814.284;620.436;620.436;16175.400;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
270.760;5103.000;27814.284;620.436;620.436;17770.800;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
270.800;5467.000;25285.712;280.952;280.952;19081.200;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
270.840;5492.000;25285.712;280.952;280.952;19171.200;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
270.880;5142.000;25285.712;280.952;280.952;17911.200;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
270.920;4769.000;28235.712;667.262;667.262;16499.100;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
270.960;4376.000;28235.712;667.262;667.262;14966.400;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.000;3965.000;27814.284;1638.889;1638.889;13342.500;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.040;3678.000;27814.284;1638.889;1638.889;12051.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.080;3206.000;27814.284;1638.889;1638.889;9927.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.120;3034.000;22757.141;1240.873;1240.873;9153.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.160;2684.000;22757.141;1240.873;1240.873;7578.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.200;2414.000;18542.856;948.214;948.214;6363.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.240;2418.000;18542.856;948.214;948.214;6381.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.280;2384.000;18542.856;948.214;948.214;6228.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.320;2467.000;15171.427;456.548;456.548;6601.500;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.360;2456.000;15171.427;456.548;456.548;6552.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.400;2414.000;13907.142;948.214;948.214;6363.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.440;2496.000;13907.142;948.214;948.214;6732.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.480;2450.000;13907.142;948.214;948.214;6525.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.520;2481.000;12642.856;959.921;959.921;6664.500;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.560;2466.000;12642.856;959.921;959.921;6597.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.600;2498.000;12642.856;959.921;959.921;6741.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.640;2535.000;12642.856;959.921;959.921;6907.500;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.680;2611.000;12642.856;959.921;959.921;7249.500;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.720;2562.000;12642.856;995.040;995.040;7029.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.760;2548.000;12642.856;995.040;995.040;6966.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.800;2512.000;12642.856;971.627;971.627;6804.000;73.250;55.250;55.250;56.250;90.806;83.381;0;0;1
271.840;2490.000;12642.856;1943.254;1943.254;6705.000;73.250;55.250;55.250;57.250;90.806;83.381;0;0;1
271.880;2478.000;12642.856;1943.254;1943.254;6651.000;73.250;55.250;55.250;57.250;90.806;83.381;0;0;1
271.920;2466.000;12642.856;1966.667;1966.667;6597.000;73.250;55.250;55.250;57.250;90.806;83.381;0;0;1
271.960;2464.000;12642.856;1966.667;1966.667;6588.000;73.250;55.250;55.250;57.250;90.806;83.381;0;0;1
272.000;2421.000;12642.856;468.254;468.254;6394.500;73.250;55.250;55.250;57.250;90.806;83.381;0;0;1
272.040;2414.000;12642.856;468.254;468.254;6363.000;73.250;55.250;55.250;57.250;90.806;83.381;0;0;1
272.080;2367.000;12116.071;468.254;468.254;6151.500;72.500;55.250;55.500;57.500;91.056;83.631;0;0;1
272.120;2412.000;12116.071;444.841;444.841;6354.000;72.500;55.250;55.500;57.500;91.056;83.631;0;0;1
272.160;2378.000;12116.071;444.841;444.841;6201.000;72.500;55.250;55.500;57.500;91.056;83.631;0;0;1
272.200;2322.000;12116.071;1779.365;1779.365;5949.000;72.500;55.250;55.500;57.500;91.056;83.631;0;0;1
272.240;2288.000;12116.071;1779.365;1779.365;5796.000;72.500;55.250;55.500;57.500;91.056;83.631;0;0;1
272.280;2231.000;12116.071;1779.365;1779.365;5539.500;72.500;55.250;55.500;57.500;91.056;83.631;0;0;1
272.320;2313.000;11308.332;421.429;421.429;5908.500;72.500;55.250;55.500;57.500;91.056;83.631;0;0;1
272.360;2300.000;11308.332;421.429;421.429;5850.000;72.500;55.250;54.500;56.500;91.537;83.437;0;0;1
272.400;2269.000;10904.463;913.095;913.095;5710.500;72.500;55.250;54.500;56.500;91.537;83.437;0;0;1
272.440;2380.000;10904.463;456.548;456.548;6210.000;72.500;55.250;55.500;56.500;91.056;82.956;0;0;1
272.480;2331.000;10904.463;456.548;456.548;5989.500;72.500;55.250;55.500;56.500;91.056;82.956;0;0;1
272.520;2292.000;10904.463;889.682;889.682;5814.000;72.500;55.250;55.500;56.500;91.056;82.956;0;0;1
272.560;2282.000;10430.356;1779.365;1779.365;5769.000;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.600;2321.000;10044.047;889.682;889.682;5944.500;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.640;2357.000;10044.047;889.682;889.682;6106.500;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.680;2415.000;10044.047;889.682;889.682;6367.500;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.720;2441.000;10044.047;1919.841;1919.841;6484.500;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.760;2401.000;10044.047;1919.841;1919.841;6304.500;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.800;2351.000;10044.047;1919.841;1919.841;6079.500;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.840;2378.000;10430.356;1873.016;1873.016;6201.000;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.880;2395.000;10430.356;1873.016;1873.016;6277.500;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.920;2296.000;10430.356;1779.365;1779.365;5832.000;72.500;56.000;55.500;57.500;91.056;82.956;0;0;1
272.960;2335.000;10430.356;1779.365;1779.365;6007.500;71.750;55.250;55.750;57.750;91.306;83.206;0;0;1
273.000;2270.000;10430.356;1779.365;1779.365;5715.000;71.750;55.250;55.750;57.750;91.306;83.206;0;0;1
273.040;2305.000;9956.249;842.857;842.857;5872.500;71.750;56.000;55.750;57.750;91.306;83.206;0;0;1
273.080;2352.000;9956.249;842.857;842.857;6084.000;71.750;56.000;55.750;57.750;91.306;83.206;0;0;1
273.120;2214.000;10324.999;585.317;585.317;5463.000;71.750;56.000;55.750;57.750;91.306;83.206;0;0;1
273.160;2307.000;10816.666;585.317;585.317;5881.500;71.750;55.250;55.750;57.750;91.306;83.206;0;0;1
273.200;2246.000;10816.666;585.317;585.317;5607.000;71.750;55.250;55.750;57.750;91.306;83.206;0;0;1
273.240;2303.000;9956.249;2633.928;2633.928;5863.500;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.280;2280.000;9956.249;2633.928;2633.928;5760.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.320;2278.000;9956.249;1299.405;1299.405;5751.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.360;2234.000;9956.249;1299.405;1299.405;5553.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.400;2281.000;9956.249;1299.405;1299.405;5764.500;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.440;2199.000;9956.249;1299.405;1299.405;5395.500;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.480;2254.000;9956.249;1299.405;1299.405;5643.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.520;2270.000;9956.249;877.976;877.976;5715.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.560;2235.000;9956.249;877.976;877.976;5557.500;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.600;2258.000;9956.249;877.976;877.976;5661.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.640;2266.000;9587.499;2633.928;2633.928;5697.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.680;2299.000;9587.499;2633.928;2633.928;5845.500;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.720;2199.000;9587.499;2598.809;2598.809;5395.500;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.760;2302.000;9587.499;2598.809;2598.809;5859.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.800;2305.000;9587.499;2598.809;2598.809;5872.500;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.840;2282.000;8849.999;2669.047;2669.047;5769.000;71.750;56.000;55.750;58.750;91.306;83.206;0;0;1
273.880;2206.000;8428.571;2669.047;2669.047;5427.000;71.000;56.000;56.000;59.000;91.556;83.456;0;0;1
273.920;2233.000;8779.761;2598.809;2598.809;5548.500;71.000;56.000;56.000;59.000;91.556;83.456;0;0;1
273.960;2229.000;8779.761;2598.809;2598.809;5530.500;71.000;56.000;56.000;59.000;91.556;83.456;0;0;1
